Obs#,Time,Date,configName,configAuthor,remark,Column,Row,Treatment,gsw,gbw,gtw,E_apparent,VPcham,VPref,VPleaf,VPDleaf,H2O_r,H2O_s,H2O_leaf,leaf_area,flashID,Fo,Fm,Fv/Fm,Fs,Fm',PhiPS2,PS2/1,abs,ETR,rh_s,rh_r,Tref,Tleaf,P_atm,flow,flow_s,leak_pct,Qamb,batt,pitch,roll,heading,angle_inc_leaf,direct_pct,slope_leaf,az_leaf,dec_solar,az_solar,zenith_solar,gps_time,gps_date,latitude,longitude,altitude,gps_sats,gps_HDOP,match_time,match_date,rh_adj,gsw1sec,gsw2sec,gsw4sec,flr1sec,flr2sec,flr4sec,auto,flow_set,gsw_limit,gsw_period,dark,flash_type,flash_intensity,modrate,flr_limit,flr_period,P1_dur,P2_dur,P3_dur,P1_Fmax,P2_ramp,P2_slp,P3_Fmax,P3_Pred,P3_DeltaF,v_humA,v_humB,v_flowIn,v_flowOut,v_temp,v_irt,v_pres,v_par,v_F,i_LED,b_rhr,m_rhr,span_rhr,b_rhs,m_rhs,span_rhs,z_flowIn,z_flowOut,z_quantum,z_flr,flashId,lciSerNum,lcpSerNum,lcfSerNum,lcrhSerNum,version,configUpdatedAt
142,13:11:23,5/3/2024,TIM2024,Zach Peagler,,5,4,CG,0.891644,2.921154,0.683128,7.156922,2.56472,2.372208,3.558655,0.993935,24.222828,26.18858,36.337742,0.441786,PSF-01133_20240503131123,0,0,0,137.611267,393.73111,0.650494,0.5,0.8,42.973701,86.54,80.04,23.83,26.9,97.93,156.6,155.3,0.9,165,3.736,-21,11,141,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:03:50,5/3/2024,-2.23,0.491,0.27,-9999,0.037,0.171,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.534242,2.458134,1.688995,0.950844,0.285828,0.03767,0.102719,0.254352,137.611267,0.000356,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240503131123,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
143,13:11:31,5/3/2024,TIM2024,Zach Peagler,,5,5,Control,0.505963,2.920516,0.431251,5.21973,2.539192,2.398678,3.686872,1.14768,24.492867,25.92765,37.646591,0.441786,PSF-01133_20240503131131,0,0,0,146.75116,451.660034,0.675085,0.5,0.8,44.388794,85.17,80.46,23.92,27.51,97.93,156.6,155.5,0.7,164,3.736,-15,11,134,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:03:50,5/3/2024,-2.23,-0.081,0.174,0.347,145.184,72.968,35.717,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.534808,2.456379,1.688309,0.951552,0.284706,0.043718,0.103736,0.253663,146.75116,0.000358,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240503131131,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
144,13:12:26,5/3/2024,TIM2024,Zach Peagler,,5,6,Liquid,0.402724,2.922285,0.353946,4.079915,2.441325,2.331528,3.535832,1.094507,23.805492,24.926546,36.101742,0.441786,PSF-01133_20240503131226,0,0,0,134.91655,429.553619,0.685915,0.5,0.8,45.07238,79.14,75.58,24.49,26.79,97.94,156.8,155.5,0.8,164,3.736,-15,4,167,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:03:50,5/3/2024,-2.23,0.162,-0.028,0.091,-0.784,0.048,-0.499,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.527835,2.44861,1.690214,0.951528,0.278292,0.028611,0.110905,0.253571,128.862259,0.000354,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240503131226,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
145,13:12:34,5/3/2024,TIM2024,Zach Peagler,,5,7,CBG,0.281547,2.920696,0.256793,3.274437,2.415493,2.327238,3.625853,1.210359,23.76157,24.662678,37.020687,0.441786,PSF-01133_20240503131234,0,0,0,127.243996,430.821411,0.704648,0.5,0.8,48.948189,77.94,75.1,24.57,27.22,97.94,156.6,154.9,1.1,174,3.736,-7,2,141,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:03:50,5/3/2024,-2.23,0.031,0.148,-9999,0.175,-0.792,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.527145,2.447083,1.688503,0.949876,0.277449,0.032801,0.111817,0.261908,127.243996,0.000362,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240503131234,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
146,13:12:41,5/3/2024,TIM2024,Zach Peagler,,5,8,CG,0.339792,2.922773,0.304403,3.900273,2.479103,2.374224,3.69443,1.215328,24.241869,25.312723,37.721748,0.441786,PSF-01133_20240503131241,0,0,0,134.133331,411.620026,0.674133,0.5,0.8,49.588528,79.66,76.29,24.64,27.54,97.94,156.8,155,1.2,184,3.734,-7,0,147,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:03:50,5/3/2024,-2.23,0.045,0.153,-9999,7.13,3.797,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.528801,2.44925,1.690741,0.95014,0.276665,0.035784,0.112607,0.271003,134.133331,0.000363,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240503131241,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
147,13:12:48,5/3/2024,TIM2024,Zach Peagler,,5,9,Control,0.518475,2.921771,0.440336,4.769897,2.51382,2.385502,3.541938,1.028117,24.356956,25.667139,36.164642,0.441786,PSF-01133_20240503131248,0,0,0,120.046021,427.329529,0.719079,0.5,0.8,46.732979,80.42,76.32,24.71,26.82,97.94,156.7,155.4,0.8,162,3.735,-13,7,158,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:03:50,5/3/2024,-2.23,-0.011,0.283,-9999,-0.048,0.273,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.528827,2.450212,1.689659,0.951225,0.275863,0.026404,0.113458,0.251969,120.046021,0.000361,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240503131248,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
148,13:12:54,5/3/2024,TIM2024,Zach Peagler,,5,10,Liquid,0.609562,2.921127,0.504323,6.419075,2.584029,2.41139,3.790001,1.205972,24.622162,26.384937,38.698849,0.441786,PSF-01133_20240503131254,0,0,0,143.222092,439.620148,0.674214,0.5,0.8,43.72963,82.36,76.86,24.78,27.98,97.94,156.6,155.9,0.4,162,3.734,-4,15,154,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:03:50,5/3/2024,-2.23,0.24,0.238,-9999,0.042,-0.85,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.529569,2.452667,1.688966,0.952642,0.275169,0.039426,0.114178,0.25168,15.826464,0.000359,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240503131254,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
149,13:13:04,5/3/2024,TIM2024,Zach Peagler,,5,11,CBG,0.409599,2.920557,0.35922,4.130145,2.532285,2.421094,3.622941,1.090656,24.720808,25.856136,36.992382,0.441786,PSF-01133_20240503131304,0,0,0,138.90123,464.092621,0.700704,0.5,0.8,46.925827,80.26,76.73,24.87,27.21,97.94,156.6,155.4,0.7,167,3.734,-11,8,172,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:03:50,5/3/2024,-2.23,0.117,0.099,0.077,0.013,0.317,0.271,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.529376,2.449975,1.688353,0.951245,0.274137,0.029132,0.115296,0.256366,138.90123,0.000369,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240503131304,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
150,13:13:12,5/3/2024,TIM2024,Zach Peagler,,5,12,CG,0.41189,2.921051,0.360988,3.633431,2.498815,2.400993,3.454691,0.955875,24.513752,25.512499,35.271832,0.441786,PSF-01133_20240503131312,0,0,0,120.998383,417.501923,0.710185,0.5,0.8,38.040543,78.82,75.73,24.95,26.4,97.94,156.6,155.9,0.4,134,3.734,-18,15,171,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:03:50,5/3/2024,-2.23,0.047,0.13,0.117,0.003,0.096,-0.888,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.527956,2.448131,1.688884,0.952607,0.273263,0.018653,0.116271,0.226588,117.632385,0.000366,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240503131312,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
151,13:13:24,5/3/2024,TIM2024,Zach Peagler,,6,1,CG,0.235896,2.921567,0.218272,2.657193,2.466369,2.394836,3.621649,1.15528,24.451328,25.181681,36.977108,0.441786,PSF-01133_20240503131324,0,0,0,131.540543,439.354767,0.700605,0.5,0.8,41.577618,77.27,75.03,25.06,27.2,97.94,156.7,154.4,1.5,148,3.734,-6,9,179,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:03:50,5/3/2024,-2.23,0.019,0.017,0.014,-0.136,0.529,-1.082,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.526949,2.446147,1.689439,0.948531,0.272036,0.02681,0.117711,0.23943,131.540543,0.000362,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240503131324,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
152,13:13:38,5/3/2024,TIM2024,Zach Peagler,,6,2,Control,0.314975,2.92143,0.284321,2.855697,2.518452,2.441607,3.472126,0.953673,24.928221,25.712791,35.449566,0.441786,PSF-01133_20240503131338,0,0,0,133.714203,454.126587,0.705557,0.5,0.8,41.310696,78.28,75.89,25.2,26.48,97.95,156.7,155.2,1,146,3.734,-10,7,179,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:03:50,5/3/2024,-2.23,0.045,0.166,0.205,-11.106,5.861,3.027,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.528124,2.447404,1.689292,0.950602,0.270589,0.016785,0.119401,0.237664,133.714203,0.000367,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240503131338,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
153,13:13:46,5/3/2024,TIM2024,Zach Peagler,,6,3,Liquid,0.135222,2.920712,0.129239,1.780901,2.466398,2.418422,3.773086,1.306688,24.691565,25.181393,38.522392,0.441786,PSF-01133_20240503131346,0,0,0,130.860687,454.1427,0.711851,0.5,0.8,43.412296,76.31,74.83,25.27,27.9,97.95,156.6,154.2,1.5,152,3.732,-9,7,137,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:03:50,5/3/2024,-2.23,0.021,-0.045,-0.004,0.146,0.116,-2.011,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.526613,2.444885,1.68852,0.947949,0.269758,0.032682,0.120373,0.243072,124.994873,0.000361,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240503131346,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
154,13:13:56,5/3/2024,TIM2024,Zach Peagler,,6,4,CBG,0.259514,2.921165,0.23834,2.539113,2.519573,2.451235,3.530768,1.011195,25.027035,25.724766,36.04903,0.441786,PSF-01133_20240503131356,0,0,0,124.006035,469.378357,0.735808,0.5,0.8,24.751492,77.53,75.43,25.37,26.77,97.94,156.6,155,1.1,84,3.704,-16,3,107,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:03:50,5/3/2024,-2.23,0.073,0.089,0.034,28.598,14.459,7.426,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.527436,2.446421,1.689007,0.950076,0.268768,0.018157,0.12154,0.182327,124.006035,0.000363,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240503131356,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
155,13:14:13,5/3/2024,TIM2024,Zach Peagler,,6,5,CG,0.168109,2.922296,0.158964,1.757078,2.507385,2.460135,3.55636,1.048976,25.120468,25.60293,36.314034,0.441786,PSF-01133_20240503131413,0,0,0,120.477318,429.342987,0.719391,0.5,0.8,43.465137,76.37,74.93,25.54,26.89,97.93,156.8,154,1.8,151,3.728,-11,5,131,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:14:09,5/3/2024,-1.86,-0.022,0.079,0.104,0.138,-0.818,-1.371,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.526704,2.444449,1.690226,0.947547,0.266935,0.017598,0.123748,0.241815,120.477318,0.000358,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240503131413,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
156,13:14:20,5/3/2024,TIM2024,Zach Peagler,,6,6,Control,0.285974,2.920309,0.260467,3.135733,2.585835,2.501449,3.726847,1.141012,25.542257,26.403917,38.054779,0.441786,PSF-01133_20240503131420,0,0,0,125.13578,427.532684,0.707307,0.5,0.8,38.97551,78.43,75.87,25.61,27.69,97.93,156.5,154.6,1.2,138,3.732,-18,12,116,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:14:09,5/3/2024,-1.86,0.105,0.215,-9999,0.286,-0.799,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.528003,2.447054,1.688087,0.949174,0.266176,0.026232,0.124516,0.230009,125.13578,0.000361,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240503131420,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
157,13:14:27,5/3/2024,TIM2024,Zach Peagler,,6,7,Liquid,0.441547,2.921032,0.383567,4.117499,2.627956,2.517263,3.64558,1.017624,25.703732,26.834023,37.224964,0.441786,PSF-01133_20240503131427,0,0,0,127.470016,411.172272,0.689984,0.5,0.8,36.638454,79.38,76.04,25.68,27.31,97.93,156.6,154.8,1.2,133,3.732,-24,16,156,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:14:09,5/3/2024,-1.86,0.092,0.094,-9999,0.112,0.058,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.528228,2.44826,1.688864,0.949505,0.265452,0.020954,0.12528,0.225558,127.470016,0.000358,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240503131427,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
158,13:14:33,5/3/2024,TIM2024,Zach Peagler,,6,8,CBG,0.324798,2.921477,0.292301,3.103664,2.587931,2.504487,3.594978,1.007047,25.573084,26.425125,36.707985,0.441786,PSF-01133_20240503131433,0,0,0,120.104309,418.030853,0.71269,0.5,0.8,44.311188,77.89,75.38,25.74,27.08,97.93,156.7,154.5,1.4,155,3.732,-13,10,149,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:14:09,5/3/2024,-1.86,0.012,0.119,-9999,0.158,0.181,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.52729,2.446351,1.689343,0.948928,0.264811,0.017423,0.125987,0.245714,120.104309,0.000367,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240503131433,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
159,13:14:39,5/3/2024,TIM2024,Zach Peagler,,6,9,CG,0.278873,2.921737,0.254575,2.908809,2.572917,2.494712,3.656394,1.083477,25.472101,26.270611,37.333385,0.441786,PSF-01133_20240503131439,0,0,0,117.667435,405.300385,0.709678,0.5,0.8,39.043449,77.19,74.85,25.79,27.36,97.94,156.7,154.2,1.6,138,3.732,-15,10,134,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:14:09,5/3/2024,-1.86,-0.004,0.123,-9999,0.293,-0.694,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.526529,2.445451,1.689623,0.948061,0.264243,0.020211,0.126619,0.229812,117.667435,0.000357,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240503131439,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
160,13:14:48,5/3/2024,TIM2024,Zach Peagler,,6,10,Control,0.329066,2.921373,0.295752,2.738871,2.584337,2.510687,3.463341,0.879003,25.634556,26.386541,35.36132,0.441786,PSF-01133_20240503131448,0,0,0,120.714424,451.105713,0.732403,0.5,0.8,38.600395,77.18,74.99,25.87,26.44,97.94,156.7,154.9,1.1,132,3.73,-13,11,135,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:14:09,5/3/2024,-1.86,-0.016,-0.013,0.061,-62.181,-34.232,102.602,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.526707,2.445428,1.689231,0.949973,0.26344,0.008437,0.127585,0.224677,120.714424,0.00036,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240503131448,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
161,13:14:54,5/3/2024,TIM2024,Zach Peagler,,6,11,Liquid,0.308876,2.921214,0.27934,3.031239,2.600352,2.518844,3.629341,1.02899,25.718231,26.550455,37.056782,0.441786,PSF-01133_20240503131454,0,0,0,132.470367,433.660278,0.69453,0.5,0.8,39.301609,77.39,74.96,25.93,27.24,97.94,156.6,154.4,1.5,141,3.731,-15,10,165,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:14:09,5/3/2024,-1.86,0.115,0.049,-9999,0.403,-0.813,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.52666,2.445675,1.68906,0.948472,0.26281,0.017108,0.12834,0.233304,132.470367,0.00036,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240503131454,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
162,13:15:01,5/3/2024,TIM2024,Zach Peagler,,6,12,CBG,0.313024,2.922253,0.282738,3.551226,2.625981,2.530593,3.815683,1.189703,25.837803,26.811726,38.958801,0.441786,PSF-01133_20240503131501,0,0,0,123.962761,461.158997,0.731193,0.5,0.8,42.844162,77.89,75.06,25.98,28.09,97.94,156.8,154.9,1.2,146,3.731,-10,10,174,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:14:09,5/3/2024,-1.86,0.083,0.109,-9999,0.257,-0.794,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.526793,2.446312,1.690179,0.949902,0.262231,0.026646,0.129043,0.237763,123.962761,0.000358,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240503131501,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
163,13:15:09,5/3/2024,TIM2024,Zach Peagler,,7,1,CBG,-0.114182,2.920709,-0.118828,-1.50862,2.43559,2.476242,3.640445,1.204855,25.283379,24.868307,37.170341,0.441786,PSF-01133_20240503131509,0,0,0,140.216232,444.302917,0.684413,0.5,0.8,29.695639,71.96,73.16,26.05,27.29,97.94,156.6,155.6,0.6,108,3.731,-2,0,179,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:14:09,5/3/2024,-1.86,-0.044,-0.118,-9999,0.181,-1.942,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.524102,2.438741,1.688517,0.951837,0.261524,0.01628,0.129943,0.203985,104.970932,0.000354,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240503131509,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
164,13:15:22,5/3/2024,TIM2024,Zach Peagler,,7,2,CG,0.141187,2.920857,0.134677,1.681523,2.55074,2.50549,3.734287,1.183547,25.583132,26.045162,38.130165,0.441786,PSF-01133_20240503131522,0,0,0,132.645966,442.869537,0.700485,0.5,0.8,35.81974,74.84,73.51,26.17,27.72,97.94,156.6,154.7,1.2,128,3.731,-8,3,139,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:14:09,5/3/2024,-1.86,-9999,-9999,-9999,-9999,-9999,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.524575,2.442391,1.688676,0.94931,0.260314,0.020071,0.131592,0.221194,133.396271,0.000366,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240503131522,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
165,13:15:30,5/3/2024,TIM2024,Zach Peagler,,7,3,Control,0.19234,2.921817,0.180461,2.093504,2.576434,2.520157,3.676286,1.099852,25.733221,26.307861,37.538406,0.441786,PSF-01133_20240503131530,0,0,0,133.75354,434.518219,0.69218,0.5,0.8,41.388412,75.3,73.66,26.23,27.46,97.93,156.7,154.9,1.2,149,3.73,-6,1,135,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:14:09,5/3/2024,-1.86,0.021,0.039,0.048,0.274,0.423,-1.235,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.524762,2.442966,1.689709,0.94981,0.259634,0.01612,0.132478,0.240427,133.75354,0.000363,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240503131530,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
166,13:15:36,5/3/2024,TIM2024,Zach Peagler,,7,4,Liquid,0.448519,2.920107,0.3888,3.814891,2.660099,2.557494,3.590406,0.930308,26.113132,27.160767,36.659618,0.441786,PSF-01133_20240503131536,0,0,0,123.913406,428.486481,0.710811,0.5,0.8,37.082138,77.52,74.53,26.28,27.05,97.94,156.5,155.1,0.9,130,3.729,-2,3,142,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:14:09,5/3/2024,-1.86,0.171,0.212,-9999,0.43,-0.755,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.525979,2.445786,1.68787,0.950417,0.259125,0.010774,0.133099,0.223488,112.982513,0.000353,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240503131536,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
167,13:15:43,5/3/2024,TIM2024,Zach Peagler,,7,5,CBG,0.236556,2.921091,0.218835,2.617668,2.61681,2.546426,3.750312,1.133502,25.998991,26.717617,38.290665,0.441786,PSF-01133_20240503131543,0,0,0,117.965698,428.37738,0.724622,0.5,0.8,34.005215,76.01,73.96,26.34,27.8,97.94,156.6,155.3,0.8,117,3.729,-9,9,120,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:14:09,5/3/2024,-1.86,0.094,0.061,-9999,0.122,-2.145,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.525169,2.443848,1.688928,0.950981,0.258549,0.018931,0.133851,0.211848,1.09899,0.000363,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240503131543,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
168,13:15:50,5/3/2024,TIM2024,Zach Peagler,,7,6,CG,0.228038,2.920981,0.211525,2.289218,2.602144,2.540578,3.628376,1.026232,25.940285,26.568892,37.047119,0.441786,PSF-01133_20240503131550,0,0,0,117.67495,408.888092,0.712207,0.5,0.8,33.852959,75.32,73.54,26.4,27.23,97.94,156.6,154.4,1.4,119,3.729,-2,3,109,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:14:09,5/3/2024,-1.86,-0.03,0.008,-9999,0.06,0.494,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.524559,2.442962,1.688809,0.94863,0.257947,0.011543,0.13467,0.21319,117.67495,0.000361,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240503131550,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
169,13:15:56,5/3/2024,TIM2024,Zach Peagler,,7,7,Control,0.132388,2.921559,0.126649,1.39104,2.568323,2.530915,3.610143,1.04182,25.84063,26.222563,36.859535,0.441786,PSF-01133_20240503131556,0,0,0,110.062836,392.508759,0.719591,0.5,0.8,33.517387,74.14,73.06,26.45,27.15,97.94,156.7,153.5,2,116,3.729,-4,5,122,,,,,,,,0:00:00,0000-00-00,nan,nan,nan,0,nan,13:14:09,5/3/2024,-1.86,0.013,0.007,-9999,0.093,0.102,-9999,0,150,-9999,-9999,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.523874,2.441446,1.689431,0.946144,0.257468,0.009981,0.135289,0.211071,110.062836,0.000365,2.408414,0.000005,1,2.331839,0,1,0.600047,0.602054,0.107606,0,PSF-01133_20240503131556,PFA-00959,PSA-00959,PSF-01133,RHS-01583,2.0.0,2024-04-29T17:45:45.604Z
